Location	Bucket	Type	Visitor Count	Percentage
Stirling Hotel SA	5052	Top CEL Postal2	26	1.27%
Stirling Hotel SA	5068	Top CEL Postal2	26	1.27%
Stirling Hotel SA	5041	Top CEL Postal2	24	1.17%
Stirling Hotel SA	5070	Top CEL Postal2	24	1.17%
Stirling Hotel SA	5158	Top CEL Postal2	24	1.17%
Stirling Hotel SA	5034	Top CEL Postal2	23	1.12%
Stirling Hotel SA	5045	Top CEL Postal2	22	1.07%
Stirling Hotel SA	5000	Top CDL Postal2	130	6.44%
Stirling Hotel SA	5152	Top CDL Postal2	120	5.94%
Stirling Hotel SA	5251	Top CDL Postal2	89	4.41%
Stirling Hotel SA	5153	Top CDL Postal2	80	3.96%
Stirling Hotel SA	5154	Top CDL Postal2	53	2.62%
Stirling Hotel SA	5051	Top CDL Postal2	49	2.43%
Stirling Hotel SA	5159	Top CDL Postal2	42	2.08%
Stirling Hotel SA	5155	Top CDL Postal2	41	2.03%
Stirling Hotel SA	5062	Top CDL Postal2	38	1.88%
Stirling Hotel SA	5064	Top CDL Postal2	36	1.78%
Stirling Hotel SA	5066	Top CDL Postal2	36	1.78%
Stirling Hotel SA	5253	Top CDL Postal2	30	1.49%
Stirling Hotel SA	5061	Top CDL Postal2	29	1.44%
Stirling Hotel SA	5063	Top CDL Postal2	28	1.39%
Stirling Hotel SA	5067	Top CDL Postal2	27	1.34%
Stirling Hotel SA	5070	Top CDL Postal2	27	1.34%
Stirling Hotel SA	5250	Top CDL Postal2	27	1.34%
Stirling Hotel SA	5068	Top CDL Postal2	26	1.29%
Stirling Hotel SA	5034	Top CDL Postal2	25	1.24%
Stirling Hotel SA	5042	Top CDL Postal2	21	1.04%
Stirling Hotel SA	17602	Top CEL Postal1	1	0.05%
Stirling Hotel SA	94133	Top CEL Postal1	1	0.05%
Stirling Hotel SA	17557	Top CDL Postal1	1	0.05%
Stirling Hotel SA	18201	Top CDL Postal1	1	0.05%
Stirling Hotel SA	South Australia	Top CEL Province	1928	93.91%
Stirling Hotel SA	Victoria	Top CEL Province	35	1.70%
Stirling Hotel SA	New South Wales	Top CEL Province	33	1.61%
Stirling Hotel SA	Queensland	Top CEL Province	30	1.46%
Stirling Hotel SA	Western Australia	Top CEL Province	10	0.49%
Stirling Hotel SA	Northern Territory	Top CEL Province	8	0.39%
Stirling Hotel SA	Australian Capital Territory	Top CEL Province	4	0.19%
Stirling Hotel SA	CA	Top CEL Province	1	0.05%
Stirling Hotel SA	Northland Region	Top CEL Province	1	0.05%
Stirling Hotel SA	PA	Top CEL Province	1	0.05%
Stirling Hotel SA	Tasmania	Top CEL Province	1	0.05%
Stirling Hotel SA	South Australia	Top CDL Province	1898	93.96%
Stirling Hotel SA	Victoria	Top CDL Province	35	1.73%
Stirling Hotel SA	New South Wales	Top CDL Province	32	1.58%
Stirling Hotel SA	Queensland	Top CDL Province	28	1.39%
Stirling Hotel SA	Western Australia	Top CDL Province	10	0.50%
Stirling Hotel SA	Northern Territory	Top CDL Province	6	0.30%
Stirling Hotel SA	Australian Capital Territory	Top CDL Province	5	0.25%
Stirling Hotel SA	PA	Top CDL Province	2	0.10%
Stirling Hotel SA	Tasmania	Top CDL Province	2	0.10%
Stirling Hotel SA	Northland Region	Top CDL Province	1	0.05%
Stirling Hotel SA	Aldgate - Stirling	Top CEL Admin	352	17.15%
Stirling Hotel SA	Mount Barker	Top CEL Admin	135	6.58%
Stirling Hotel SA	Lobethal - Woodside	Top CEL Admin	53	2.58%
Stirling Hotel SA	Mitcham (SA)	Top CEL Admin	53	2.58%
Stirling Hotel SA	Unley - Parkside	Top CEL Admin	53	2.58%
Stirling Hotel SA	Blackwood	Top CEL Admin	51	2.48%
Stirling Hotel SA	Burnside - Wattle Park	Top CEL Admin	46	2.24%
Stirling Hotel SA	Uraidla - Summertown	Top CEL Admin	43	2.09%
Stirling Hotel SA	Hahndorf - Echunga	Top CEL Admin	38	1.85%
Stirling Hotel SA	Goodwood - Millswood	Top CEL Admin	37	1.80%
Stirling Hotel SA	Glenside - Beaumont	Top CEL Admin	32	1.56%
Stirling Hotel SA	Colonel Light Gardens	Top CEL Admin	28	1.36%
Stirling Hotel SA	Murray Bridge	Top CEL Admin	28	1.36%
Stirling Hotel SA	Mount Barker Region	Top CEL Admin	25	1.22%
Stirling Hotel SA	St Peters - Marden	Top CEL Admin	25	1.22%
Stirling Hotel SA	Toorak Gardens	Top CEL Admin	25	1.22%
Stirling Hotel SA	Glenelg (SA)	Top CEL Admin	24	1.17%
Stirling Hotel SA	Rostrevor - Magill	Top CEL Admin	24	1.17%
Stirling Hotel SA	Flagstaff Hill	Top CEL Admin	22	1.07%
Stirling Hotel SA	Plympton	Top CEL Admin	22	1.07%
Stirling Hotel SA	Aldgate - Stirling	Top CDL Admin	284	14.06%
Stirling Hotel SA	Adelaide	Top CDL Admin	129	6.39%
Stirling Hotel SA	Mount Barker	Top CDL Admin	112	5.54%
Stirling Hotel SA	Unley - Parkside	Top CDL Admin	51	2.52%
Stirling Hotel SA	Mitcham (SA)	Top CDL Admin	50	2.48%
Stirling Hotel SA	Lobethal - Woodside	Top CDL Admin	47	2.33%
Stirling Hotel SA	Blackwood	Top CDL Admin	46	2.28%
Stirling Hotel SA	Burnside - Wattle Park	Top CDL Admin	46	2.28%
Stirling Hotel SA	Goodwood - Millswood	Top CDL Admin	39	1.93%
Stirling Hotel SA	Uraidla - Summertown	Top CDL Admin	35	1.73%
Stirling Hotel SA	Hahndorf - Echunga	Top CDL Admin	34	1.68%
Stirling Hotel SA	Plympton	Top CDL Admin	31	1.53%
Stirling Hotel SA	Murray Bridge	Top CDL Admin	30	1.49%
Stirling Hotel SA	St Peters - Marden	Top CDL Admin	29	1.44%
Stirling Hotel SA	Glenside - Beaumont	Top CDL Admin	27	1.34%
Stirling Hotel SA	Norwood (SA)	Top CDL Admin	25	1.24%
Stirling Hotel SA	Richmond (SA)	Top CDL Admin	25	1.24%
Stirling Hotel SA	Toorak Gardens	Top CDL Admin	25	1.24%
Stirling Hotel SA	Payneham - Felixstow	Top CDL Admin	22	1.09%
Stirling Hotel SA	Colonel Light Gardens	Top CDL Admin	20	0.99%
Stirling Hotel SA	Adelaide Hills DC	Top CEL Municipality	455	22.16%
Stirling Hotel SA	Mount Barker DC	Top CEL Municipality	216	10.52%
Stirling Hotel SA	Mitcham C	Top CEL Municipality	173	8.43%
Stirling Hotel SA	Onkaparinga C	Top CEL Municipality	126	6.14%
Stirling Hotel SA	Burnside C	Top CEL Municipality	103	5.02%
Stirling Hotel SA	Unley C	Top CEL Municipality	89	4.34%
Stirling Hotel SA	Marion C	Top CEL Municipality	83	4.04%
Stirling Hotel SA	Charles Sturt C	Top CEL Municipality	76	3.70%
Stirling Hotel SA	Port Adelaide Enfield C	Top CEL Municipality	66	3.21%
Stirling Hotel SA	Norwood Payneham St Peters C	Top CEL Municipality	64	3.12%
Stirling Hotel SA	Tea Tree Gully C	Top CEL Municipality	55	2.68%
Stirling Hotel SA	West Torrens C	Top CEL Municipality	51	2.48%
Stirling Hotel SA	Salisbury C	Top CEL Municipality	49	2.39%
Stirling Hotel SA	Campbelltown C SA	Top CEL Municipality	45	2.19%
Stirling Hotel SA	Holdfast Bay C	Top CEL Municipality	44	2.14%
Stirling Hotel SA	Alexandrina DC	Top CEL Municipality	37	1.80%
Stirling Hotel SA	Murray Bridge RC	Top CEL Municipality	36	1.75%
Stirling Hotel SA	Adelaide C	Top CEL Municipality	33	1.61%
Stirling Hotel SA	Prospect C	Top CEL Municipality	22	1.07%
Stirling Hotel SA	Playford C	Top CEL Municipality	16	0.78%
Stirling Hotel SA	Adelaide Hills DC	Top CDL Municipality	375	18.56%
Stirling Hotel SA	Mount Barker DC	Top CDL Municipality	179	8.86%
Stirling Hotel SA	Mitcham C	Top CDL Municipality	162	8.02%
Stirling Hotel SA	Adelaide C	Top CDL Municipality	147	7.28%
Stirling Hotel SA	Onkaparinga C	Top CDL Municipality	108	5.35%
Stirling Hotel SA	Burnside C	Top CDL Municipality	98	4.85%
Stirling Hotel SA	Unley C	Top CDL Municipality	89	4.41%
Stirling Hotel SA	Marion C	Top CDL Municipality	84	4.16%
Stirling Hotel SA	Norwood Payneham St Peters C	Top CDL Municipality	76	3.76%
Stirling Hotel SA	Port Adelaide Enfield C	Top CDL Municipality	73	3.61%
Stirling Hotel SA	West Torrens C	Top CDL Municipality	69	3.42%
Stirling Hotel SA	Charles Sturt C	Top CDL Municipality	67	3.32%
Stirling Hotel SA	Salisbury C	Top CDL Municipality	49	2.43%
Stirling Hotel SA	Tea Tree Gully C	Top CDL Municipality	46	2.28%
Stirling Hotel SA	Holdfast Bay C	Top CDL Municipality	39	1.93%
Stirling Hotel SA	Murray Bridge RC	Top CDL Municipality	36	1.78%
Stirling Hotel SA	Campbelltown C SA	Top CDL Municipality	35	1.73%
Stirling Hotel SA	Alexandrina DC	Top CDL Municipality	32	1.58%
Stirling Hotel SA	Prospect C	Top CDL Municipality	22	1.09%
Stirling Hotel SA	Playford C	Top CDL Municipality	19	0.94%
Stirling Hotel SA	0013204	Top CEL Micro	1	0.05%
Stirling Hotel SA	E01001837	Top CEL Micro	1	0.05%
Stirling Hotel SA	E01010109	Top CEL Micro	1	0.05%
Stirling Hotel SA	E01018744	Top CEL Micro	1	0.05%
Stirling Hotel SA	E01030772	Top CEL Micro	1	0.05%
Stirling Hotel SA	0013204	Top CDL Micro	1	0.05%
Stirling Hotel SA	E01010109	Top CDL Micro	1	0.05%
Stirling Hotel SA	E01018744	Top CDL Micro	1	0.05%
Stirling Hotel SA	E01030772	Top CDL Micro	1	0.05%
Stirling Hotel SA	40102100442	Top CEL Census Block Group	20	0.97%
Stirling Hotel SA	40102100416	Top CEL Census Block Group	18	0.88%
Stirling Hotel SA	40102100411	Top CEL Census Block Group	15	0.73%
Stirling Hotel SA	40102100402	Top CEL Census Block Group	14	0.68%
Stirling Hotel SA	40102100427	Top CEL Census Block Group	14	0.68%
Stirling Hotel SA	40102100422	Top CEL Census Block Group	13	0.63%
Stirling Hotel SA	40102100752	Top CEL Census Block Group	13	0.63%
Stirling Hotel SA	40102101001	Top CEL Census Block Group	12	0.58%
Stirling Hotel SA	40102100414	Top CEL Census Block Group	11	0.54%
Stirling Hotel SA	40102100417	Top CEL Census Block Group	11	0.54%
Stirling Hotel SA	40102100429	Top CEL Census Block Group	11	0.54%
Stirling Hotel SA	40102100440	Top CEL Census Block Group	11	0.54%
Stirling Hotel SA	40102100510	Top CEL Census Block Group	11	0.54%
Stirling Hotel SA	40102100404	Top CEL Census Block Group	10	0.49%
Stirling Hotel SA	40102100423	Top CEL Census Block Group	10	0.49%
Stirling Hotel SA	40102100401	Top CEL Census Block Group	9	0.44%
Stirling Hotel SA	40102100403	Top CEL Census Block Group	9	0.44%
Stirling Hotel SA	40102100426	Top CEL Census Block Group	9	0.44%
Stirling Hotel SA	40102100428	Top CEL Census Block Group	9	0.44%
Stirling Hotel SA	40102100439	Top CEL Census Block Group	9	0.44%
Stirling Hotel SA	40101100141	Top CDL Census Block Group	41	2.03%
Stirling Hotel SA	40101100147	Top CDL Census Block Group	18	0.89%
Stirling Hotel SA	40102100442	Top CDL Census Block Group	16	0.79%
Stirling Hotel SA	40102100417	Top CDL Census Block Group	13	0.64%
Stirling Hotel SA	40102101001	Top CDL Census Block Group	12	0.59%
Stirling Hotel SA	40102100411	Top CDL Census Block Group	11	0.54%
Stirling Hotel SA	40102100414	Top CDL Census Block Group	10	0.50%
Stirling Hotel SA	40102100423	Top CDL Census Block Group	10	0.50%
Stirling Hotel SA	40102100427	Top CDL Census Block Group	10	0.50%
Stirling Hotel SA	40102100749	Top CDL Census Block Group	10	0.50%
Stirling Hotel SA	40102100401	Top CDL Census Block Group	9	0.45%
Stirling Hotel SA	40102100418	Top CDL Census Block Group	9	0.45%
Stirling Hotel SA	40102100752	Top CDL Census Block Group	9	0.45%
Stirling Hotel SA	40303106918	Top CDL Census Block Group	9	0.45%
Stirling Hotel SA	40101100148	Top CDL Census Block Group	8	0.40%
Stirling Hotel SA	40102100403	Top CDL Census Block Group	8	0.40%
Stirling Hotel SA	40102100422	Top CDL Census Block Group	8	0.40%
Stirling Hotel SA	40102100426	Top CDL Census Block Group	8	0.40%
Stirling Hotel SA	40102100440	Top CDL Census Block Group	8	0.40%
Stirling Hotel SA	40102100605	Top CDL Census Block Group	8	0.40%
Stirling Hotel SA	AUS	Top CEL Country	2049	99.81%
Stirling Hotel SA	GBR	Top CEL Country	4	0.19%
Stirling Hotel SA	USA	Top CEL Country	2	0.10%
Stirling Hotel SA	IDN	Top CEL Country	1	0.05%
Stirling Hotel SA	NZL	Top CEL Country	1	0.05%
Stirling Hotel SA	AUS	Top CDL Country	2016	99.80%
Stirling Hotel SA	GBR	Top CDL Country	3	0.15%
Stirling Hotel SA	USA	Top CDL Country	2	0.10%
Stirling Hotel SA	IND	Top CDL Country	1	0.05%
Stirling Hotel SA	NZL	Top CDL Country	1	0.05%
