Location	Bucket	Type	Visitor Count	Percentage
156 Port Road Albertson SA	West Lakes	Top CEL Admin	62	4.18%
156 Port Road Albertson SA	Woodville - Cheltenham	Top CEL Admin	54	3.64%
156 Port Road Albertson SA	Flinders Park	Top CEL Admin	47	3.16%
156 Port Road Albertson SA	Seaton - Grange	Top CEL Admin	45	3.03%
156 Port Road Albertson SA	The Parks	Top CEL Admin	33	2.22%
156 Port Road Albertson SA	Beverley	Top CEL Admin	27	1.82%
156 Port Road Albertson SA	Plympton	Top CEL Admin	24	1.62%
156 Port Road Albertson SA	Enfield - Blair Athol	Top CEL Admin	23	1.55%
156 Port Road Albertson SA	Parafield Gardens	Top CEL Admin	21	1.41%
156 Port Road Albertson SA	Paralowie	Top CEL Admin	20	1.35%
156 Port Road Albertson SA	Henley Beach	Top CEL Admin	18	1.21%
156 Port Road Albertson SA	Modbury Heights	Top CEL Admin	18	1.21%
156 Port Road Albertson SA	Hindmarsh - Brompton	Top CEL Admin	17	1.14%
156 Port Road Albertson SA	Mount Barker	Top CEL Admin	17	1.14%
156 Port Road Albertson SA	Richmond (SA)	Top CEL Admin	17	1.14%
156 Port Road Albertson SA	Craigmore - Blakeview	Top CEL Admin	16	1.08%
156 Port Road Albertson SA	Port Adelaide	Top CDL Admin	158	10.90%
156 Port Road Albertson SA	North Haven	Top CDL Admin	70	4.83%
156 Port Road Albertson SA	Largs Bay - Semaphore	Top CDL Admin	64	4.41%
156 Port Road Albertson SA	Royal Park - Hendon - Albert Park	Top CDL Admin	64	4.41%
156 Port Road Albertson SA	Woodville - Cheltenham	Top CDL Admin	51	3.52%
156 Port Road Albertson SA	The Parks	Top CDL Admin	46	3.17%
156 Port Road Albertson SA	West Lakes	Top CDL Admin	43	2.97%
156 Port Road Albertson SA	Flinders Park	Top CDL Admin	42	2.90%
156 Port Road Albertson SA	Adelaide	Top CDL Admin	37	2.55%
156 Port Road Albertson SA	Seaton - Grange	Top CDL Admin	37	2.55%
156 Port Road Albertson SA	Enfield - Blair Athol	Top CDL Admin	33	2.28%
156 Port Road Albertson SA	Plympton	Top CDL Admin	30	2.07%
156 Port Road Albertson SA	Beverley	Top CDL Admin	27	1.86%
156 Port Road Albertson SA	Richmond (SA)	Top CDL Admin	26	1.79%
156 Port Road Albertson SA	Hindmarsh - Brompton	Top CDL Admin	25	1.72%
156 Port Road Albertson SA	Henley Beach	Top CDL Admin	21	1.45%
156 Port Road Albertson SA	Paralowie	Top CDL Admin	18	1.24%
156 Port Road Albertson SA	Modbury Heights	Top CDL Admin	16	1.10%
156 Port Road Albertson SA	Parafield Gardens	Top CDL Admin	16	1.10%
156 Port Road Albertson SA	Salisbury North	Top CDL Admin	16	1.10%
156 Port Road Albertson SA	Port Adelaide Enfield C	Top CEL Municipality	407	27.41%
156 Port Road Albertson SA	Charles Sturt C	Top CEL Municipality	338	22.76%
156 Port Road Albertson SA	Salisbury C	Top CEL Municipality	116	7.81%
156 Port Road Albertson SA	Playford C	Top CEL Municipality	82	5.52%
156 Port Road Albertson SA	Marion C	Top CEL Municipality	59	3.97%
156 Port Road Albertson SA	Tea Tree Gully C	Top CEL Municipality	59	3.97%
156 Port Road Albertson SA	West Torrens C	Top CEL Municipality	59	3.97%
156 Port Road Albertson SA	Onkaparinga C	Top CEL Municipality	54	3.64%
156 Port Road Albertson SA	Mitcham C	Top CEL Municipality	26	1.75%
156 Port Road Albertson SA	Mount Barker DC	Top CEL Municipality	21	1.41%
156 Port Road Albertson SA	Adelaide C	Top CEL Municipality	18	1.21%
156 Port Road Albertson SA	Holdfast Bay C	Top CEL Municipality	18	1.21%
156 Port Road Albertson SA	Gawler T	Top CEL Municipality	17	1.14%
156 Port Road Albertson SA	Unley C	Top CEL Municipality	15	1.01%
156 Port Road Albertson SA	Campbelltown C SA	Top CEL Municipality	14	0.94%
156 Port Road Albertson SA	Norwood Payneham St Peters C	Top CEL Municipality	11	0.74%
156 Port Road Albertson SA	Adelaide Hills DC	Top CEL Municipality	10	0.67%
156 Port Road Albertson SA	Light RegC	Top CEL Municipality	10	0.67%
156 Port Road Albertson SA	Mallala DC	Top CEL Municipality	10	0.67%
156 Port Road Albertson SA	Alexandrina DC	Top CEL Municipality	8	0.54%
156 Port Road Albertson SA	Port Adelaide Enfield C	Top CDL Municipality	394	27.17%
156 Port Road Albertson SA	Charles Sturt C	Top CDL Municipality	315	21.72%
156 Port Road Albertson SA	Salisbury C	Top CDL Municipality	112	7.72%
156 Port Road Albertson SA	West Torrens C	Top CDL Municipality	77	5.31%
156 Port Road Albertson SA	Playford C	Top CDL Municipality	74	5.10%
156 Port Road Albertson SA	Marion C	Top CDL Municipality	53	3.66%
156 Port Road Albertson SA	Tea Tree Gully C	Top CDL Municipality	51	3.52%
156 Port Road Albertson SA	Onkaparinga C	Top CDL Municipality	49	3.38%
156 Port Road Albertson SA	Adelaide C	Top CDL Municipality	41	2.83%
156 Port Road Albertson SA	Mitcham C	Top CDL Municipality	36	2.48%
156 Port Road Albertson SA	Gawler T	Top CDL Municipality	17	1.17%
156 Port Road Albertson SA	Holdfast Bay C	Top CDL Municipality	15	1.03%
156 Port Road Albertson SA	Mount Barker DC	Top CDL Municipality	14	0.97%
156 Port Road Albertson SA	Unley C	Top CDL Municipality	13	0.90%
156 Port Road Albertson SA	Burnside C	Top CDL Municipality	11	0.76%
156 Port Road Albertson SA	Campbelltown C SA	Top CDL Municipality	11	0.76%
156 Port Road Albertson SA	Norwood Payneham St Peters C	Top CDL Municipality	10	0.69%
156 Port Road Albertson SA	Light RegC	Top CDL Municipality	9	0.62%
156 Port Road Albertson SA	Barossa DC	Top CDL Municipality	8	0.55%
156 Port Road Albertson SA	Adelaide Hills DC	Top CDL Municipality	7	0.48%
156 Port Road Albertson SA	40402110114	Top CEL Census Block Group	19	1.28%
156 Port Road Albertson SA	40402110117	Top CEL Census Block Group	19	1.28%
156 Port Road Albertson SA	40402110118	Top CEL Census Block Group	15	1.01%
156 Port Road Albertson SA	40402110124	Top CEL Census Block Group	14	0.94%
156 Port Road Albertson SA	40402110123	Top CEL Census Block Group	13	0.88%
156 Port Road Albertson SA	40402110121	Top CEL Census Block Group	10	0.67%
156 Port Road Albertson SA	40402110127	Top CEL Census Block Group	9	0.61%
156 Port Road Albertson SA	40401109401	Top CEL Census Block Group	8	0.54%
156 Port Road Albertson SA	40401109402	Top CEL Census Block Group	8	0.54%
156 Port Road Albertson SA	40402109934	Top CEL Census Block Group	8	0.54%
156 Port Road Albertson SA	40402110027	Top CEL Census Block Group	8	0.54%
156 Port Road Albertson SA	40402110115	Top CEL Census Block Group	8	0.54%
156 Port Road Albertson SA	40402110126	Top CEL Census Block Group	8	0.54%
156 Port Road Albertson SA	40401109403	Top CEL Census Block Group	7	0.47%
156 Port Road Albertson SA	40401109404	Top CEL Census Block Group	7	0.47%
156 Port Road Albertson SA	40401109408	Top CEL Census Block Group	7	0.47%
156 Port Road Albertson SA	40402109919	Top CEL Census Block Group	7	0.47%
156 Port Road Albertson SA	40402110113	Top CEL Census Block Group	7	0.47%
156 Port Road Albertson SA	40402110119	Top CEL Census Block Group	7	0.47%
156 Port Road Albertson SA	40401109405	Top CEL Census Block Group	6	0.40%
156 Port Road Albertson SA	40402110107	Top CDL Census Block Group	22	1.52%
156 Port Road Albertson SA	40402110117	Top CDL Census Block Group	16	1.10%
156 Port Road Albertson SA	40402110114	Top CDL Census Block Group	13	0.90%
156 Port Road Albertson SA	40401109411	Top CDL Census Block Group	11	0.76%
156 Port Road Albertson SA	40101100141	Top CDL Census Block Group	10	0.69%
156 Port Road Albertson SA	40402110124	Top CDL Census Block Group	10	0.69%
156 Port Road Albertson SA	40402110127	Top CDL Census Block Group	10	0.69%
156 Port Road Albertson SA	40402110113	Top CDL Census Block Group	9	0.62%
156 Port Road Albertson SA	40402110118	Top CDL Census Block Group	9	0.62%
156 Port Road Albertson SA	40402110126	Top CDL Census Block Group	8	0.55%
156 Port Road Albertson SA	40402110202	Top CDL Census Block Group	8	0.55%
156 Port Road Albertson SA	40401109401	Top CDL Census Block Group	7	0.48%
156 Port Road Albertson SA	40401109404	Top CDL Census Block Group	7	0.48%
156 Port Road Albertson SA	40402110115	Top CDL Census Block Group	7	0.48%
156 Port Road Albertson SA	40402110123	Top CDL Census Block Group	7	0.48%
156 Port Road Albertson SA	40101100147	Top CDL Census Block Group	6	0.41%
156 Port Road Albertson SA	40204117207	Top CDL Census Block Group	6	0.41%
156 Port Road Albertson SA	40401109412	Top CDL Census Block Group	6	0.41%
156 Port Road Albertson SA	40402109934	Top CDL Census Block Group	6	0.41%
156 Port Road Albertson SA	40402110027	Top CDL Census Block Group	6	0.41%
156 Port Road Albertson SA	AUS	Top CEL Country	1483	99.87%
156 Port Road Albertson SA	USA	Top CEL Country	1	0.07%
156 Port Road Albertson SA	AUS	Top CDL Country	1446	99.72%
156 Port Road Albertson SA	IND	Top CDL Country	2	0.14%
156 Port Road Albertson SA	USA	Top CDL Country	1	0.07%
